"CommodityScheme","CommodityCode","Description","Parent Code","Level","IsBasicLevel"
"HS22","890333","Motorboats; (other than outboard motorboats), for pleasure or sports, other than inflatable, of a length exceeding 24m","8903","6","1"
"HS22","890393","Vessels; (other than sailboats and motorboats), for pleasure or sports, other than inflatable, of a length not exceeding 7.5m","8903","6","1"
"HS22","890399","Vessels; (other than sailboats and motorboats), for pleasure or sports, other than inflatable, of a length exceeding 7.5m","8903","6","1"
"HS22","8904","Tugs and pusher craft","89","4","0"
"HS22","890400","Tugs and pusher craft","8904","6","1"
"HS22","8905","Light-vessels, fire-floats, dredgers, floating cranes, other vessels; the navigability of which is subsidiary to main function; floating docks, floating, submersible drilling, production platforms","89","4","0"
"HS22","890510","Dredgers","8905","6","1"
"HS22","890520","Floating or submersible drilling or production platforms","8905","6","1"
"HS22","890590","Vessels; light, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function, floating docks","8905","6","1"
"HS22","8906","Vessels; other, including warships and lifeboats, other than rowing boats","89","4","0"
"HS22","890610","Vessels; warships","8906","6","1"
"HS22","890690","Vessels; other, including lifeboats other than rowing boats, other than warships","8906","6","1"
"HS22","8907","Boats, floating structures, other (for e.g. rafts, tanks, coffer-dams, landing stages, buoys and beacons)","89","4","0"
"HS22","890710","Rafts; inflatable","8907","6","1"
"HS22","890790","Floating structures; tanks, coffer-dams, landing stages, buoys and beacons","8907","6","1"
"HS22","8908","Vessels and other floating structures; for breaking up","89","4","0"
"HS22","890800","Vessels and other floating structures; for breaking up","8908","6","1"
"HS22","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","TOTAL","2","0"
"HS22","9001","Optical fibres and optical fibre bundles; optical fibre cables not of heading no. 8544; sheets, plates of polarising material; lenses, prisms, mirrors, of any material; unmounted; not non optical glass","90","4","0"
"HS22","900110","Optical fibres, optical fibre bundles and cables; excluding those of heading no. 8544","9001","6","1"
"HS22","900120","Optical elements; polarising material, sheets and plates thereof","9001","6","1"
"HS22","900130","Lenses, contact; unmounted, of any material, excluding elements of glass not optically worked","9001","6","1"
"HS22","900140","Lenses, spectacle; unmounted, of glass, excluding elements of glass not optically worked","9001","6","1"
"HS22","900150","Lenses, spectacle; unmounted, of materials other than glass","9001","6","1"
"HS22","900190","Optical elements; lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)","9001","6","1"
"HS22","9002","Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts or fittings for instruments or apparatus, other than such elements of glass not optically worked","90","4","0"
"HS22","900211","Lenses; objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)","9002","6","1"
"HS22","900219","Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)","9002","6","1"
"HS22","900220","Filters; mounted as parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)","9002","6","1"
"HS22","900290","Optical elements; n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)","9002","6","1"
"HS22","9003","Frames and mountings; for spectacles, goggles or the like, and parts","90","4","0"
"HS22","900311","Frames and mountings; for spectacles, goggles or the like, of plastics","9003","6","1"
"HS22","900319","Frames and mountings; for spectacles, goggles or the like, of materials other than plastics","9003","6","1"
"HS22","900390","Frames and mountings; parts for spectacles, goggles or the like","9003","6","1"
"HS22","9004","Spectacles, goggles and the like; corrective, protective or other","90","4","0"
"HS22","900410","Sunglasses; corrective, protective or other","9004","6","1"
"HS22","900490","Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other","9004","6","1"
"HS22","9005","Binoculars, monoculars, other optical telescopes, mountings therefore; other astronomical instruments, mountings therefore, but not including instruments for radio-astronomy","90","4","0"
"HS22","900510","Binoculars","9005","6","1"
"HS22","900580","Monoculars; other optical telescopes and astronomical instruments, excluding instruments for radio-astronomy","9005","6","1"
"HS22","900590","Binoculars, monoculars, other optical telescopes, astronomical instruments (excluding those of radio-astronomy); parts and accessories (including mountings)","9005","6","1"
"HS22","9006","Cameras, photographic (excluding cinematographic); photographic flashlight apparatus and flashbulbs other than discharge lamps of heading no. 8539","90","4","0"
"HS22","900630","Cameras, photographic (excluding cinematographic); specially designed for underwater use, aerial survey, medical or surgical examination of internal organs; comparison cameras for forensic or criminological use","9006","6","1"
"HS22","900640","Cameras, photographic (excluding cinematographic); instant print cameras","9006","6","1"
"HS22","900653","Cameras, photographic (excluding cinematographic), for roll film of a width of 35mm","9006","6","1"
"HS22","900659","Cameras, photographic (excluding cinematographic); n.e.c. in heading no 9006","9006","6","1"
"HS22","900661","Photographic flashlight apparatus; discharge lamp (electronic)","9006","6","1"
"HS22","900669","Photographic flashlight apparatus; n.e.c. in heading no. 9006","9006","6","1"
"HS22","900691","Cameras, photographic (excluding cinematographic); parts and accessories","9006","6","1"
"HS22","900699","Photographic flashlight apparatus; parts and accessories, for other than cameras","9006","6","1"
"HS22","9007","Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus","90","4","0"
"HS22","900710","Cameras, cinematographic; whether or not incorporating sound recording apparatus","9007","6","1"
"HS22","900720","Projectors, cinematographic; whether or not incorporating sound recording or reproducing apparatus","9007","6","1"
"HS22","900791","Cameras, cinematographic; parts and accessories, whether or not incorporating sound recording apparatus","9007","6","1"
"HS22","900792","Projectors, cinematographic; parts and accessories, whether or not incorporating sound reproducing apparatus","9007","6","1"
"HS22","9008","Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers","90","4","0"
"HS22","900850","Image projectors, photographic enlargers and reducers, excluding cinematographic","9008","6","1"
"HS22","900890","Photographic (other than cinematographic) image projectors, enlargers, and reducers; parts and accessories","9008","6","1"
"HS22","9010","Photographic (including cinematographic) laboratory apparatus and equipment, n.e.c. in chapter 90; negatoscopes; projection screens","90","4","0"
"HS22","901010","Photographic laboratory apparatus and equipment; for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of paper","9010","6","1"
"HS22","901050","Photographic laboratory apparatus and equipment; n.e.c. in item no. 9010.10, for photographic (including cinematographic) laboratories; negatoscopes","9010","6","1"
"HS22","901060","Photographic laboratory apparatus and equipment (including cinematographic); projection screens","9010","6","1"
"HS22","901090","Photographic laboratory apparatus and equipment (including cinematographic); parts and accessories","9010","6","1"
"HS22","9011","Microscopes, compound optical; including those for photomicrography, cinephotomicrography or microprojection","90","4","0"
"HS22","901110","Microscopes, compound optical; stereoscopic microscopes","9011","6","1"
"HS22","901120","Microscopes, compound optical; for photomicrography, cinephotomicrography or microprojection","9011","6","1"
"HS22","901180","Microscopes, compound optical; (other than stereoscopic and microscopes for photomicrography, cinephotomicrography or microprojection)","9011","6","1"
"HS22","901190","Microscopes, compound optical; parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)","9011","6","1"
"HS22","9012","Microscopes (excluding optical microscopes); diffraction apparatus","90","4","0"
"HS22","901210","Microscopes (excluding optical microscopes); diffraction apparatus","9012","6","1"
"HS22","901290","Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories","9012","6","1"
"HS22","9013","Lasers, other than laser diodes; other optical appliances and instruments n.e.c. in this chapter","90","4","0"
"HS22","901310","Optical appliances and instruments; telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter","9013","6","1"
"HS22","901320","Lasers; other than laser diodes","9013","6","1"
"HS22","901380","Optical devices, appliances and instruments; n.e.c. in heading no. 9013","9013","6","1"
"HS22","901390","Optical appliances and instruments; parts and accessories for articles of heading no. 9013","9013","6","1"
"HS22","9014","Navigational instruments and appliances; direction finding compasses","90","4","0"
"HS22","901410","Navigational instruments and appliances; direction finding compasses","9014","6","1"
"HS22","901420","Navigational instruments and appliances; for aeronautical or space navigation (excluding compasses)","9014","6","1"
"HS22","901480","Navigational instruments and appliances; for navigation other than aeronautical or space navigation (excluding direction finding compasses)","9014","6","1"
"HS22","901490","Navigational instruments and appliances; parts and accessories","9014","6","1"
"HS22","9015","Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders","90","4","0"
"HS22","901510","Rangefinders","9015","6","1"
"HS22","901520","Surveying equipment; theodolites and tachymeters (tacheometers)","9015","6","1"
"HS22","901530","Surveying equipment; levels","9015","6","1"
"HS22","901540","Surveying equipment; photogrammetrical surveying instruments and appliances","9015","6","1"
"HS22","901580","Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)","9015","6","1"
"HS22","901590","Surveying equipment; parts and accessories for articles of heading no. 9015","9015","6","1"
"HS22","9016","Balances; of a sensitivity of 5cg or better, with or without weights","90","4","0"
"HS22","901600","Balances; of a sensitivity of 5cg or better, with or without weights","9016","6","1"
"HS22","9017","Drawing, marking-out, mathematical calculating instruments (drafting machines, protractors, drawing sets etc); instruments for measuring length (e.g. measuring rods, tapes, micrometers, callipers) n.e.c.","90","4","0"
"HS22","901710","Drafting tables and machines; whether or not automatic","9017","6","1"
"HS22","901720","Drawing, marking-out or mathematical calculating instruments","9017","6","1"
"HS22","901730","Mathematical equipment; micrometers, callipers and gauges","9017","6","1"
"HS22","901780","Mathematical instruments and equipment; n.e.c. in heading no. 9017","9017","6","1"
"HS22","901790","Drawing, marking-out equipment and mathematical instruments; parts and accessories","9017","6","1"
"HS22","9018","Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments","90","4","0"
"HS22","901811","Medical, surgical instruments and appliances; electro-cardiographs","9018","6","1"
"HS22","901812","Medical, surgical instruments and appliances; ultrasonic scanning apparatus","9018","6","1"
"HS22","901813","Medical, surgical instruments and appliances; magnetic resonance imaging apparatus","9018","6","1"
"HS22","901814","Medical, surgical instruments and appliances; scintigraphic apparatus","9018","6","1"
"HS22","901819","Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1","9018","6","1"
"HS22","901820","Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus","9018","6","1"
"HS22","901831","Medical, surgical instruments and appliances; syringes, with or without needles","9018","6","1"
"HS22","901832","Medical, surgical instruments and appliances; tubular metal needles and needles for sutures","9018","6","1"
"HS22","901839","Medical, surgical instruments and appliances; catheters, cannulae and the like","9018","6","1"
"HS22","901841","Dental instruments and appliances; dental drill engines, whether or not combined on a single base with other dental equipment","9018","6","1"
"HS22","901849","Dental instruments and appliances; other than dental drill engines","9018","6","1"
"HS22","901850","Ophthalmic instruments and appliances","9018","6","1"
"HS22","901890","Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018","9018","6","1"
"HS22","9019","Mechano-therapy, massage appliances; psychological aptitude testing apparatus; ozone, oxygen, aerosol therapy, artificial respiration or other therapeutic respiration apparatus","90","4","0"
"HS22","901910","Mechano-therapy appliances; massage apparatus and psychological aptitude-testing apparatus","9019","6","1"
"HS22","901920","Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus","9019","6","1"
"HS22","9020","Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20","90","4","0"
"HS22","902000","Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20","9020","6","1"
"HS22","9021","Orthopaedic appliances; including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other which are worn, carried or implanted in the body to compensate for a defect or disability","90","4","0"
"HS22","902110","Orthopaedic or fracture appliances","9021","6","1"
"HS22","902121","Dental fittings; artificial teeth","9021","6","1"
"HS22","902129","Dental fittings; other than artificial teeth","9021","6","1"
"HS22","902131","Artificial parts of the body","9021","6","1"
"HS22","902139","Artificial parts of the body; excluding artificial joints","9021","6","1"
"HS22","902140","Hearing aids (excluding parts and accessories)","9021","6","1"
"HS22","902150","Pacemakers; for stimulating heart muscles (excluding parts and accessories)","9021","6","1"
"HS22","902190","Appliances; worn, carried or implanted in the body, to compensate for a defect or disability","9021","6","1"
"HS22","9022","Apparatus based on the use of x-rays or of alpha, beta, gamma or other ionising radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, x-ray tubes and other x-ray generators, high tens","90","4","0"
"HS22","902212","Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, whether or not for medical, surgical, dental or veterinary uses, computed tomography apparatus","9022","6","1"
"HS22","902213","Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for dental uses, excluding computed tomography apparatus","9022","6","1"
"HS22","902214","Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for medical, surgical or veterinary uses, not dental uses, excluding computed tomography apparatus","9022","6","1"
"HS22","902219","Apparatus based on the use of x-rays, including radiography or radiotherapy apparatus; for other than medical, surgical, dental or veterinary uses","9022","6","1"
"HS22","902221","Apparatus based on the use of alpha, beta, gamma or other ionising radiations, including radiography or radiotherapy apparatus; for medical, surgical, dental or veterinary uses","9022","6","1"
"HS22","902229","Apparatus based on the use of alpha, beta, gamma or other ionising radiations, including radiography or radiotherapy apparatus; (for other than medical, surgical, dental or veterinary uses)","9022","6","1"
"HS22","902230","X-ray tubes","9022","6","1"
"HS22","902290","Apparatus based on use of x-rays and similar; parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like","9022","6","1"
"HS22","9023","Instruments, apparatus and models, designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses","90","4","0"
"HS22","902300","Instruments, apparatus and models; designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses","9023","6","1"
"HS22","9024","Machines and appliances for testing the hardness, strength, compressibility, elasticity of other mechanical properties of materials (e.g. metals, wood, textiles, paper, plastics)","90","4","0"
"HS22","902410","Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of metals","9024","6","1"
"HS22","902480","Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials other than metals","9024","6","1"
"HS22","902490","Machines and appliances; parts and accessories for those testing hardness, strength, compressibility, elasticity or other mechanical properties of materials (e.g. metal, wood, textiles, paper, plastics)","9024","6","1"
"HS22","9025","Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not","90","4","0"
"HS22","902511","Thermometers and pyrometers; liquid filled, for direct reading, not combined with other instruments","9025","6","1"
"HS22","902519","Thermometers and pyrometers; (other than liquid filled, for direct reading), not combined with other instruments","9025","6","1"
"HS22","902580","Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments (excluding thermometers and barometers not combined with other instruments)","9025","6","1"
"HS22","902590","Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments, parts and accessories","9025","6","1"
"HS22","9026","Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032","90","4","0"
"HS22","902610","Instruments and apparatus; for measuring or checking the flow or level of liquids","9026","6","1"
"HS22","902620","Instruments and apparatus; for measuring or checking pressure","9026","6","1"
"HS22","902680","Instruments and apparatus; for measuring or checking variables of liquids or gases (excluding pressure or the flow and level of liquids and those of heading no. 9014, 9015, 9028 and 9032)","9026","6","1"
"HS22","902690","Instruments and apparatus; parts and accessories for those measuring or checking the flow, level, pressure or other variables of liquids or gases (excluding those of heading no. 9014, 9015, 9028 or 9032)","9026","6","1"
"HS22","9027","Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light","90","4","0"
"HS22","902710","Instruments and apparatus; gas or smoke analysis apparatus, for physical or chemical analysis","9027","6","1"
"HS22","902720","Chromatographs and electrophoresis instruments","9027","6","1"
"HS22","902730","Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)","9027","6","1"
"HS22","902750","Instruments and apparatus; using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)","9027","6","1"
"HS22","902781","Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, mass spectrometers","9027","6","1"
"HS22","902789","Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, exposure meters","9027","6","1"
"HS22","902790","Microtomes and parts and accessories thereof","9027","6","1"
"HS22","9028","Gas, liquid or electricity supply or production meters, including calibrating meters therefor","90","4","0"
"HS22","902810","Meters; gas, supply or production meters, including calibrating meters thereof","9028","6","1"
"HS22","902820","Meters; liquid supply or production meters, including calibrating meters thereof","9028","6","1"
"HS22","902830","Meters; electricity supply or production meters, including calibrating meters thereof","9028","6","1"
"HS22","902890","Meters; parts and accessories of gas, liquid, electricity supply or production meters, including calibrating meters thereof","9028","6","1"
"HS22","9029","Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes","90","4","0"
"HS22","902910","Meters and counters; revolution counters, production counters, taximeters, mileometers, pedometers and the like","9029","6","1"
"HS22","902920","Meters; speed indicators and tachometers; stroboscopes","9029","6","1"
"HS22","902990","Meters and counters; parts and accessories for revolution and production counters, taximeters, mileometers, pedometers and the like; speed indicators, tachometers (excluding heading no. 9015), stroboscopes","9029","6","1"
"HS22","9030","Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations","90","4","0"
"HS22","903010","Instruments and apparatus; for measuring or detecting ionising radiations","9030","6","1"
"HS22","903020","Oscilloscopes and oscillographs","9030","6","1"
"HS22","903031","Multimeters; for measuring or checking voltage, current, resistance or power (other than those for measuring or checking semiconductor wafer or devices), without a recording device","9030","6","1"
"HS22","903032","Multimeters; for measuring or checking voltage, current, resistance or power, with a recording device","9030","6","1"
"HS22","903033","Instruments and apparatus; for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)","9030","6","1"
"HS22","903039","Instruments and apparatus; for measuring or checking voltage, current, resistance or power, with a recording device (excluding multimeters)","9030","6","1"
"HS22","903040","Instruments and apparatus; specially designed for telecommunications (e.g. cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)","9030","6","1"
"HS22","903082","Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits)","9030","6","1"
"HS22","903084","Instruments and apparatus; n.e.c. in heading no. 9030, with a recording device","9030","6","1"
"HS22","903089","Instruments and apparatus; n.e.c. in heading no. 9030, without a recording device","9030","6","1"
"HS22","903090","Instruments, apparatus for measuring, checking electrical quantities, not meters of heading no. 9028; parts and accessories, for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations","9030","6","1"
"HS22","9031","Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors","90","4","0"
"HS22","903110","Machines; for balancing mechanical parts","9031","6","1"
"HS22","903120","Test benches","9031","6","1"
"HS22","903141","Optical instruments and appliances; for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90","9031","6","1"
"HS22","903149","Optical instruments and appliances; for measuring or checking, n.e.c. in chapter 90","9031","6","1"
"HS22","903180","Instruments, appliances and machines; for measuring or checking n.e.c. in chapter 90","9031","6","1"
"HS22","903190","Instruments, appliances and machines; parts and accessories for those measuring or checking devices of heading no. 9031","9031","6","1"
"HS22","9032","Regulating or controlling instruments and apparatus; automatic type","90","4","0"
"HS22","903210","Regulating or controlling instruments and apparatus; automatic type, thermostats","9032","6","1"
"HS22","903220","Regulating or controlling instruments and apparatus; automatic, manostats","9032","6","1"
"HS22","903281","Regulating or controlling instruments and apparatus; automatic, hydraulic or pneumatic","9032","6","1"
"HS22","903289","Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic","9032","6","1"
"HS22","903290","Regulating or controlling instruments and apparatus; automatic, parts and accessories","9032","6","1"
"HS22","9033","Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90","90","4","0"
"HS22","903300","Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90","9033","6","1"
"HS22","91","Clocks and watches and parts thereof","TOTAL","2","0"
"HS22","9101","Wrist-watches, pocket-watches, stop-watches and other watches; with case of precious metal or of metal clad with precious metal","91","4","0"
"HS22","910111","Wrist-watches; electrically operated, with or without a stop-watch, with case of precious metal or of metal clad with precious metal, with mechanical display only","9101","6","1"
"HS22","910119","Wrist-watches; electrically operated, with or without a stop-watch, with case of precious metal or metal clad with precious metal, without mechanical display","9101","6","1"
"HS22","910121","Wrist-watches; (not electrically operated), automatic winding, whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal","9101","6","1"
"HS22","910129","Wrist-watches; (not electrically operated), (not automatic winding), whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal","9101","6","1"
"HS22","910191","Pocket-watches and other watches, including stop-watches; (excluding wrist-watches), with case of precious metal or of metal clad with precious metal, electrically operated","9101","6","1"
"HS22","910199","Pocket-watches and other watches, including stop-watches; (excluding wrist-watches), with case of precious metal or of metal clad with precious metal, not electrically operated","9101","6","1"
"HS22","9102","Wrist-watches, pocket-watches, stop-watches and other watches, other than those of heading no. 9101","91","4","0"
"HS22","910211","Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with mechanical display only","9102","6","1"
"HS22","910212","Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only","9102","6","1"
"HS22","910219","Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) without mechanical or opto-electronic display","9102","6","1"
"HS22","910221","Wrist-watches; whether or not incorporating a stop-watch facility, with automatic winding","9102","6","1"
"HS22","910229","Wrist-watches; whether or not incorporating a stop-watch facility, with other than automatic winding","9102","6","1"
"HS22","910291","Pocket watches and other watches, including stop-watches; (excluding wrist-watches), other than those of heading no. 9101, electrically operated","9102","6","1"
"HS22","910299","Pocket watches and other watches, including stop-watches; (excluding wrist-watches), other than those of heading no. 9101, other than electrically operated","9102","6","1"
"HS22","9103","Clocks; with watch movements, excluding clocks of heading no. 9104","91","4","0"
"HS22","910310","Clocks; with watch movements, electrically operated, excluding clocks of heading no. 9104","9103","6","1"
"HS22","910390","Clocks; with watch movements, other than electrically operated, excluding clocks of heading no. 9104","9103","6","1"
"HS22","9104","Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels","91","4","0"
"HS22","910400","Clocks; instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels","9104","6","1"
"HS22","9105","Clocks, other, n.e.c.","91","4","0"
"HS22","910511","Clocks; (excluding those with watch movements and instrument panel clocks), alarm clocks, electrically operated","9105","6","1"
"HS22","910519","Clocks; (excluding those with watch movements and instrument panel clocks), alarm clocks, other than electrically operated","9105","6","1"
"HS22","910521","Clocks; (excluding those with watch movements and instrument panel clocks), wall clocks, electrically operated","9105","6","1"
"HS22","910529","Clocks; (excluding those with watch movements and instrument panel clocks), wall clocks, other than electrically operated","9105","6","1"
"HS22","910591","Clocks; (excluding those with watch movements and instrument panel clocks), (other than alarm or wall clocks), electrically operated","9105","6","1"
"HS22","910599","Clocks; (excluding those with watch movements and instrument panel clocks), other than alarm or wall clocks, other than electrically operated","9105","6","1"
"HS22","9106","Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock, watch movement or synchronous motor","91","4","0"
"HS22","910610","Time recording apparatus; time-registers, time recorders, with clock, watch movement or synchronous motor","9106","6","1"
"HS22","910690","Time recording apparatus; with clock or watch movement or with synchronous motor, n.e.c. in heading no. 9106","9106","6","1"
"HS22","9107","Time switches; with clock, watch movement or synchronous motor","91","4","0"
"HS22","910700","Time switches; with clock, watch movement or synchronous motor","9107","6","1"
"HS22","9108","Watch movements; complete and assembled","91","4","0"
"HS22","910811","Watch movements; complete and assembled, electrically operated, with mechanical display only or with a device to which a mechanical display can be incorporated","9108","6","1"
"HS22","910812","Watch movements; complete and assembled, electrically operated, by means of solar cells, with opto-electronic display","9108","6","1"
"HS22","910819","Watch movements; complete and assembled, electrically operated, by means of solar cells, without mechanical display or device including such or opto-electronic display","9108","6","1"
"HS22","910820","Watch movements; complete and assembled, with automatic winding","9108","6","1"
"HS22","910890","Watch movements; complete and assembled, not automatic winding or electrically operated","9108","6","1"
"HS22","9109","Clock movements; complete and assembled","91","4","0"
"HS22","910910","Clock movements; complete and assembled, electrically operated","9109","6","1"
"HS22","910990","Clock movements; complete and assembled, other than electrically operated","9109","6","1"
"HS22","9110","Watch or clock movements, complete, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements","91","4","0"
"HS22","911011","Watches; complete movements, unassembled or partly assembled (movement sets)","9110","6","1"
"HS22","911012","Watches; incomplete movements, assembled","9110","6","1"
"HS22","911019","Watches; rough movements","9110","6","1"
"HS22","911090","Clocks; movements, whether or not complete, incomplete, assembled or unassembled","9110","6","1"
"HS22","9111","Watch cases and parts thereof","91","4","0"
"HS22","911110","Watch cases; of precious metal or of metal clad with precious metal","9111","6","1"
"HS22","911120","Watch cases; of base metal, whether or not gold-plated or silver-plated","9111","6","1"
"HS22","911180","Watch cases; n.e.c. in heading no. 9111","9111","6","1"
"HS22","911190","Watch cases and parts thereof","9111","6","1"
"HS22","9112","Clock cases and cases of a similar type for other goods of this chapter and parts thereof","91","4","0"
"HS22","911220","Clock cases and similar cases for other goods of chapter 91; other than watch cases","9112","6","1"
"HS22","911290","Clock cases and similar cases for other goods of chapter 91; other than watch cases, parts thereof","9112","6","1"
"HS22","9113","Watch straps, watch bands, watch bracelets and parts thereof","91","4","0"
"HS22","911310","Watch straps, watch bands, watch bracelets, and parts thereof; of precious metal or of metal clad with precious metal","9113","6","1"
"HS22","911320","Watch straps, watch bands, watch bracelets, and parts thereof; of base metal, whether or not gold- or silver-plated","9113","6","1"
"HS22","911390","Watch straps, watch bands, watch bracelets, and parts thereof; n.e.c. in heading no. 9113","9113","6","1"
"HS22","9114","Clock or watch parts; n.e.c. in chapter 91","91","4","0"
"HS22","911430","Clock or watch parts; dials","9114","6","1"
"HS22","911440","Clock or watch parts; plates and bridges","9114","6","1"
"HS22","911490","Clock or watch parts; other than springs (including hair-springs), dials, plates, and bridges","9114","6","1"
"HS22","92","Musical instruments; parts and accessories of such articles","TOTAL","2","0"
"HS22","9201","Pianos; including automatic pianos, harpsichords and other keyboard stringed instruments","92","4","0"
"HS22","920110","Musical instruments; pianos, upright, including automatic pianos","9201","6","1"
"HS22","920120","Musical instruments; pianos, grand","9201","6","1"
"HS22","920190","Musical instruments; harpsichords and other keyboard stringed instruments n.e.c. in heading no. 9201","9201","6","1"
"HS22","9202","Musical instruments; string, n.e.c. in heading no. 9201, (e.g. guitars, violins, harps)","92","4","0"
"HS22","920210","Musical instruments; string, played with a bow (e.g. violins)","9202","6","1"
"HS22","920290","Musical instruments; string, played other than with a bow (e.g. guitars and harps)","9202","6","1"
"HS22","9205","Musical instruments; wind (e.g. keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs","92","4","0"
"HS22","920510","Musical instruments; brass-wind (e.g. trumpets), other than fairground organs and mechanical street organs","9205","6","1"
"HS22","920590","Musical instruments; wind, other than brass, (eg. clarinet, bagpipes, pipe organs), other than fairground organs and mechanical street organs","9205","6","1"
