File Name,Input Field Name,Type & Description,Property field status,Data Type,Default,Valid value range,Cyber field status,Liability field status,Marine Cargo field status,version_number
Acc,PayOutLimitContents,Pay-out limit for contents,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,TriggerBuildingContentsStart,Starting value of the building and content damage range over which the corresponding pay-out(s) should be made.,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,TriggerBuildingContentsEnd,Ending value of the building and content damage range over which the corresponding pay-out(s) should be made.,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,DeductibleBuildingContents,"Building and contents deductible that can be used, for example, to account for fire policies before applying step functions.",CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,PayOutBuildingContentsStart,Pay-out amount for the building and contents losses for this step. If a ramp policy then it represents the start payout value.,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,PayOutBuildingContentsEnd,"Pay-out amount for the end-point building and contents losses for this ramp. This field should only be used if you have a ramp policy to indicate the end of the building and contents payout. Otherwise, it should be left blank.",CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,PayOutLimitBuildingContents,Pay-out limit for building and contents,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,ExtraExpenseFactor,"A factor that is applied to main coverage loss for extra expenses. This value, entered as a decimal, should be the same for all steps for a policy contract and must be a value >0 and ≤1. For example, 0.12 for 12%.",CR,float,1,"[0,1]",n/a,n/a,n/a,2.2.0
Acc,ExtraExpenseLimit,A limit that applies to the total extra expense loss,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,DebrisRemovalFactor,"A factor for a conditional coverage which tends to apply to all steps and is to cover Debris Removal. This value, entered as a decimal, should be the same for all steps for a policy contract and must be a value >0 and ≤1. For example, 0.12 for 12%.",CR,float,1,"[0,1]",n/a,n/a,n/a,2.2.0
Acc,MinimumTIV,Minimum replacement value for which pay-outs to the corresponding damage range will be allowed.,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,ScaleFactor,"Percentage factor used to scale calculated losses. This value, entered as a decimal, should be the same for all steps for a policy contract and must be a value >0 and ≤1. For example, 0.12 for 12%.",CR,float,1,"[0,1]",n/a,n/a,n/a,2.2.0
Acc,IsLimitAtDamage,Indicates whether the pay-out is limited by the actual ground-up loss.,CR,tinyint,0,"[0,1]",n/a,n/a,n/a,2.2.0
Acc,PolUserDef1,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Acc,PolUserDef2,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Acc,PolUserDef3,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Acc,PolUserDef4,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Acc,PolUserDef5,Policy user defined field,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Acc,FlexiPolZZZ,Flexible field that is stored in FlexiPol table in ModifierName = ZZZ,O,varchar(40),,,n/a,n/a,n/a,2.2.0
Acc,CondNumber,Condition number identifies a unique set of condition financial terms applicable to one or more CondTag's.,CR,varchar(20),,,n/a,n/a,n/a,2.2.0
Acc,CondName,Condition name.,O,varchar(40),,,n/a,n/a,n/a,2.2.0
Acc,CondPriority,Condition priority: specifies the order in which special conditions apply if multiple conditions apply to one location.,CR,int,,"[1,)",n/a,n/a,n/a,2.2.0
Acc,CondPeril,Perils for condition financial terms,CR,varchar(250),,,n/a,n/a,n/a,2.2.0
Acc,CondDedCode1Building,Special condition building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDedType1Building,Special condition building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDed1Building,Special condition building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMinDed1Building,Special condition minimum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMaxDed1Building,Special condition maximum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondDedCode2Other,Special condition other building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDedType2Other,Special condition other building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDed2Other,Special condition other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMinDed2Other,Special condition minimum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMaxDed2Other,Special condition maximum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondDedCode3Contents,Special condition contents deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDedType3Contents,Special condition contents deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDed3Contents,Special condition contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMinDed3Contents,Special condition minimum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMaxDed3Contents,Special condition maximum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondDedCode4BI,Special condition BI deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDedType4BI,Special condition BI deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDed4BI,Special condition BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMinDed4BI,Special condition minimum BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMaxDed4BI,Special condition maximum BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondDedCode5PD,Special condition PD deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDedType5PD,Special condition PD deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDed5PD,Special condition PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMinDed5PD,Special condition minimum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMaxDed5PD,Special condition maximum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondDedCode6All,Special condition blanket deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDedType6All,Special condition blanket deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondDed6All,Special condition blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMinDed6All,Special condition minimum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondMaxDed6All,Special condition maximum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondLimitCode1Building,Special condition building limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimitType1Building,Special condition building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimit1Building,Special condition building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondLimitCode2Other,Special condition other building limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimitType2Other,Special condition other building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimit2Other,Special condition other building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondLimitCode3Contents,Special condition contents limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimitType3Contents,Special condition contents limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimit3Contents,Special condition contents limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondLimitCode4BI,Special condition BI limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimitType4BI,Special condition BI limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimit4BI,Special condition BI limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondLimitCode5PD,Special condition PD limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimitType5PD,Special condition PD limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimit5PD,Special condition PD limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Acc,CondLimitCode6All,Special condition blanket limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimitType6All,Special condition blanket limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Acc,CondLimit6All,Special condition blanket limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocNumber,Location number,R,nvarchar(20),,,n/a,n/a,n/a,2.2.0
Loc,LocName,Location name,O,nvarchar(20),,,n/a,n/a,n/a,2.2.0
Loc,LocGroup,Location group name,O,nvarchar(20),,,n/a,n/a,n/a,2.2.0
Loc,CorrelationGroup,Correlation Group: indicates which locations should be correlated between each other in Oasis LMF.,O,int,,"[0,)",n/a,n/a,n/a,2.2.0
Loc,IsPrimary,Whether the location in LocGroup is the primary building in the group,O,tinyint,1,"[0,1]",n/a,n/a,n/a,2.2.0
Loc,IsTenant,Whether property is occupied by a tenant or not,O,tinyint,0,"[0,1]",n/a,n/a,n/a,2.2.0
Loc,BuildingID,Unique building identification number,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,LocInceptionDate,Location inception date - in ISO 8601 format: YYYY-MM-DD,O,smalldatetime,,,n/a,n/a,n/a,2.2.0
Loc,LocExpiryDate,Location expiry date - in ISO 8601 format: YYYY-MM-DD,O,smalldatetime,,,n/a,n/a,n/a,2.2.0
Loc,PercentComplete,Completeness percentage of the construction project at this location. The project completion percentage is by the cost of the project. Values between 0 to 1 (e.g. 12% enterd as 0.12),O,decimal,1,"[0,1]",n/a,n/a,n/a,2.2.0
Loc,CompletionDate,Construction project completion date - in ISO 8601 format: YYYY-MM-DD,O,date,,,n/a,n/a,n/a,2.2.0
Loc,CountryCode,Country code (based on ISO3166 alpha-2 codes),R,char(2),,,n/a,n/a,n/a,2.2.0
Loc,Latitude,Latitude in degrees (-90.0 to +90.0),O,decimal,0,"[-90,90]",n/a,n/a,n/a,2.2.0
Loc,Longitude,Longitude in degrees (-180.0 to +180.0),O,decimal,0,"[-180,180]",n/a,n/a,n/a,2.2.0
Loc,StreetAddress,Street address including house number ,O,nvarchar(100),,,n/a,n/a,n/a,2.2.0
Loc,PostalCode,Postcode: the highest resolution postcode most often used. (e.g. 5 digit zip for the US).,O,nvarchar(20),,,n/a,n/a,n/a,2.2.0
Loc,City,City,O,nvarchar(50),,,n/a,n/a,n/a,2.2.0
Loc,AreaCode,Code representing typically the largest sub-division in a country (e.g. State code). See AreaCode Values sheet for details.,O,nvarchar(20),,,n/a,n/a,n/a,2.2.0
Loc,AreaName,Name relating to the AreaCode (e.g. State name). See AreaCode Values sheet for details.,O,nvarchar(50),,,n/a,n/a,n/a,2.2.0
Loc,GeogSchemeXX,"Geography scheme: Descriptor of the geography scheme used in relation to the geography name in the corresponding GeogName field (e.g. PC4). The 'XX' must be changed to an integer (GeogScheme1......> GeogScheme30 (max) etc) and the user can specify values in addition to those listed in the GeogScheme values list, but user defined scheme values must start with 'X'.",O,varchar(5),,,n/a,n/a,n/a,2.2.0
Loc,GeogNameXX,"Geography name: Descriptor of the geographical area, using the scheme referenced in the corresponding GeogScheme field (e.g. SO31)",O,nvarchar(50),,,n/a,n/a,n/a,2.2.0
Loc,AddressMatch,Address match from geocoder: indicating the resolution that the latitude / longitude represents,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,GeocodeQuality,Geocode quality (values between 0 and 1 e.g. 80% is entered as 0.8),O,float,,"[0,1]",n/a,n/a,n/a,2.2.0
Loc,Geocoder,Company name / version of geocoder. Free text field.,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,OrgOccupancyScheme,Original occupancy scheme,O,varchar(10),,,n/a,n/a,n/a,2.2.0
Loc,OrgOccupancyCode,Original occupancy code,O,varchar(100),,,n/a,n/a,n/a,2.2.0
Loc,OrgConstructionScheme,Original construction scheme,O,varchar(10),,,n/a,n/a,n/a,2.2.0
Loc,OrgConstructionCode,Original construction code,O,varchar(100),,,n/a,n/a,n/a,2.2.0
Loc,OccupancyCode,OED occupancy code,O,int,1000,,n/a,n/a,n/a,2.2.0
Loc,ConstructionCode,OED construction code,O,int,5000,,n/a,n/a,n/a,2.2.0
Loc,YearBuilt,Year built (4 digit year),O,smallint,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,NumberOfStoreys,Number of storeys,O,tinyint,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,NumberOfBuildings,Number of buildings,O,int,1,"[1,)",n/a,n/a,n/a,2.2.0
Loc,FloorArea,Floor area: the total area across all floors,O,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,FloorAreaUnit,Units in which FloorArea is specified,O,tinyint,11,,n/a,n/a,n/a,2.2.0
Loc,LocUserDef1,Location user defined field 1,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,LocUserDef2,Location user defined field 2,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,LocUserDef3,Location user defined field 3,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,LocUserDef4,Location user defined field 4,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,LocUserDef5,Location user defined field 5,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,FlexiLocZZZ,Flexible field that is stored in FlexiLoc table in ModifierName = ZZZ,O,varchar(40),,,n/a,n/a,n/a,2.2.0
Loc,LocPerilsCovered,Location perils covered,R,varchar(250),,,n/a,n/a,n/a,2.2.0
Loc,BuildingTIV,Building Total Insured Value,R,float,,"[0,)",n/a,n/a,n/a,2.2.0
Loc,OtherTIV,"Other Building Insured Value (primarily aimed at specific US policies). For motor exposures, use this field for TIV along with appropriate motor construction code.",O,float,,"[0,)",n/a,n/a,n/a,2.2.0
Loc,ContentsTIV,Contents Total Insured Value,R,float,,"[0,)",n/a,n/a,n/a,2.2.0
Loc,BITIV,Business Interruption (BI) Total Insured Value,R,float,,"[0,)",n/a,n/a,n/a,2.2.0
Loc,BIPOI,"BI period of indemnity (in days, in increments of 0.5 days). Default value = 365 (1 year).",O,float,365,"[0,3650]",n/a,n/a,n/a,2.2.0
Loc,LocCurrency,Location currency,R,char(3),,,n/a,n/a,n/a,2.2.0
Loc,LocGrossPremium,Gross premium amount at location level,O,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocTax,Insurance tax amount at location level,O,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocBrokerage,Brokerage amount at location level,O,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocNetPremium,Net premium at location level,O,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,NonCatGroundUpLoss,Ground-Up non-cat loss value prior to the application of non-cat policy terms,O,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocParticipation,Percentage of risk that the insurer covers for this location. Values between 0 to 1 (e.g. 12% enterd as 0.12). Usually used in binders or offshore.,O,float,1,"[0,1]",n/a,n/a,n/a,2.2.0
Loc,PayoutBasis,Pay-out basis for the claim (whether depreciation is taken into account). ACV = RCV - depreciation.,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,ReinsTag,User defined reinsurance tag to provide a further option for specifying reinsurance scope,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,LocDedCode1Building,Location building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDedType1Building,Location building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDed1Building,Location building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMinDed1Building,Location minimum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMaxDed1Building,Location maximum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocDedCode2Other,Location other building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDedType2Other,Location other building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDed2Other,Location other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMinDed2Other,Location minimum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMaxDed2Other,Location maximum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocDedCode3Contents,Location contents deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDedType3Contents,Location contents deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDed3Contents,Location contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMinDed3Contents,Location minimum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMaxDed3Contents,Location maximum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocDedCode4BI,Location BI Deductible Code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDedType4BI,Location BI Deductible Type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDed4BI,Location BI deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMinDed4BI,Location minimum bi deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMaxDed4BI,Location maximum bi deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocDedCode5PD,Location PD deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDedType5PD,Location PD deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDed5PD,Location PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMinDed5PD,Location minimum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMaxDed5PD,Location maximum PD deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocDedCode6All,Location blanket deductible code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDedType6All,Location blanket deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocDed6All,Location site deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMinDed6All,Location minimum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocMaxDed6All,Location maximum blanket deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocLimitCode1Building,Location building limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimitType1Building,Location building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimit1Building,Location building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocLimitCode2Other,Location other building limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimitType2Other,Location other building limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimit2Other,Location other building limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocLimitCode3Contents,Location contents limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimitType3Contents,Location contents limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimit3Contents,Location contents limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocLimitCode4BI,Location BI limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimitType4BI,Location BI limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimit4BI,Location BI limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocLimitCode5PD,Location PD limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimitType5PD,Location PD limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimit5PD,Location PD limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocLimitCode6All,Location site limit code,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimitType6All,Location site limit type,CR,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LocLimit6All,Location site limit,CR,float,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,BIWaitingPeriod,BI waiting period (in days),O,smallint,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,LocPeril,Perils for location financial terms,CR,varchar(250),,,n/a,n/a,n/a,2.2.0
Loc,YearUpgraded,Year the building was upgraded (4 digit year),O,smallint,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,SurgeLeakage,Storm leakage percentage (0% to 100%) for Wind only policies,O,float,-999,"[-999,-999], [0,1]",n/a,n/a,n/a,2.2.0
Loc,SprinklerType,Sprinkler type,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,PercentSprinklered,Percent sprinklered. Values between 0 and 1 inclusive (0.5 = 50%); -999 is unknown,O,float,-999,"[-999,-999], [0,1]",n/a,n/a,n/a,2.2.0
Loc,RoofCover,Code that represents the material used to cover the roof,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofYearBuilt,Year the roof was last replaced (4 digit year),O,smallint,0,"[0,)",n/a,n/a,n/a,2.2.0
Loc,RoofGeometry,Code that represents the shape of the roof,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofEquipment,captures if mechanical or electric equipment is braced on the roof and the impact this modifier will have on the losses.,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofFrame,Roof framing material,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofMaintenance,Captures the impact roof maintenance has on the losses,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,BuildingCondition,Building condition,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofAttachedStructures,"Code that identifies items mounted on the roof, such as A/C units, skylights, or dormers",O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofDeck,Code that represents the materials used to construct the roof deck,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofPitch,Code that represents the slope of the roof,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofAnchorage,Code that represents the connections used to secure the roof support system to the walls,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofDeckAttachment,Code that represents the connections used to secure the roof deck to the underlying roof support system,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,RoofCoverAttachment,Code that represents the connections used to secure the roof covering to the roof deck,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,GlassType,Code that represents the type of glass used in the building,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,LatticeType,Code that represents the type of web used for H-shaped steel,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,FloodZone,Flood zone. Free text field.,O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,SoftStory,Code that indicates if there is structural weakness at any floor.  First floor garages and taller first floors are likely to exhibit soft-story behaviour.,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Basement,Code that defines if there is a basement and if so whether it is finished or unfinished,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,BasementLevelCount,"Indicates the number of basement levels in a structure (supports up to 5 levels; for more than 5, enter 5).",O,tinyint,0,"[0,5]",n/a,n/a,n/a,2.2.0
Loc,WindowProtection,Code that represents the wind protection systems used on the windows,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,FoundationType,Code that represents the construction type of the building's foundation,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,WallAttachedStructure," 
Code that represents a structure that is physically attached to the building, such as garage or balcony",O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,AppurtenantStructure," 
Code for the appurtenant building, such as shed or detached garage",O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,ConstructionQuality,Construction quality,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,GroundEquipment,Captures whether mechanical or electrical equipment are present on the ground level of a building and impact it has on losses,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,EquipmentBracing,Identifies where mechanical or electrical equipment is held in place by bracing,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Flashing,Refers to the impact the quality of the flashing or coping on a roof has on losses,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,BuildingShape,Code that represents the shape of the building,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,ShapeIrregularity,"Identifies vertical irregularities, overhangs and setbacks in the building design",O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Pounding,"Code that represents the distance to the closest structure, which if not adequate, can cause the two structures to collide during earthquake shaking",O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Ornamentation,Code that represents the amount of decorative elements attached to the exterior of a building,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,SpecialEQConstruction,Presence of a seismic base isolation system,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Retrofit,Presence of retro fit connectivity between walls and floor for retro fit buildings,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,CrippleWall,Presence of cripple walls on the first floor or frame buildings,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,FoundationConnection,Connection of frame to foundation with or without bolts,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,ShortColumn,Code that indicates if there are short columns in the building,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Fatigue,Captures signs of damage from prior earthquakes,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Cladding,The presence and material of exterior building cladding,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,BIPreparedness,BI preparedness,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,BIRedundancy,BI redundancy,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,FirstFloorHeight,Height of the lowest floor (above ground) of the building with respect to local ground elevation (NOT relative to datum). First floor in the US is identical to ground floor in Europe.,O,float,-999,"[-999,)",n/a,n/a,n/a,2.2.0
Loc,FirstFloorHeightUnit,Code for the unit of measure used to express FirstFloorHeight,O,tinyint,1,,n/a,n/a,n/a,2.2.0
Loc,Datum,Datum reference for the elevation fields (e.g. NAVD88; WGS84),O,varchar(20),,,n/a,n/a,n/a,2.2.0
Loc,GroundElevation,Flood or Windstorm - Elevation of the local ground surface at the building at this location. This field represents the elevation of the grade (local ground surface) with respect to the datum (e.g. NAVD88).,O,float,-999,"[-999,)",n/a,n/a,n/a,2.2.0
Loc,GroundElevationUnit,Code for the unit of measure used to express the GroundElevation,O,tinyint,1,,n/a,n/a,n/a,2.2.0
Loc,Tank,Code that indicates if there are rooftop tanks on the adjoining higher buildings,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Redundancy,"Indicates whether there are multiple lateral load resisting elements, such as frames or shear walls",O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,InternalPartition,Interior wall partitions or chimneys made from URM,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,ExternalDoors,"Wind resistant doors, doors with a certain rating of hurricane protection",O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,Torsion,Code that represents the layout of structural elements that can lead to torsional loads,O,tinyint,0,,n/a,n/a,n/a,2.2.0
Loc,MechanicalEquipmentSide,Mechanical or electrical equipment at the side,O,tinyint,0,,n/a,n/a,n/a,2.2.0
