"Category","OED Code","CEDE code","Name","Description","Code Range","Broad Category"
"Construction","8130","N/A","Crops, Sugar crops, Unknown","Crops, Sugar crops, Unknown","8001 - 8150","Agriculture, Crops"
"Construction","8131","N/A","Crops, Sugar crops, Sugar beet","Crops, Sugar crops, Sugar beet","8001 - 8150","Agriculture, Crops"
"Construction","8132","N/A","Crops, Sugar crops, Sugar cane","Crops, Sugar crops, Sugar cane","8001 - 8150","Agriculture, Crops"
"Construction","8133","N/A","Crops, Sugar crops, Sweet sorghum","Crops, Sugar crops, Sweet sorghum","8001 - 8150","Agriculture, Crops"
"Construction","8134","N/A","Crops, Sugar crops, Other","Crops, Sugar crops, Other","8001 - 8150","Agriculture, Crops"
"Construction","8140","N/A","Crops, Other crops, Grasses and other fodder crops","Crops, Other crops, Grasses and other fodder crops","8001 - 8150","Agriculture, Crops"
"Construction","8141","N/A","Crops, Other crops, Fibre crops","Crops, Other crops, Fibre crops","8001 - 8150","Agriculture, Crops"
"Construction","8142","N/A","Crops, Other crops, Medicinal, aromatic, pesticidal, or similar crops","Crops, Other crops, Medicinal, aromatic, pesticidal, or similar crops","8001 - 8150","Agriculture, Crops"
"Construction","8143","N/A","Crops, Other crops, Rubber","Crops, Other crops, Rubber","8001 - 8150","Agriculture, Crops"
"Construction","8144","N/A","Crops, Other crops, Flower crops","Crops, Other crops, Flower crops","8001 - 8150","Agriculture, Crops"
"Construction","8145","N/A","Crops, Other crops, Tobacco","Crops, Other crops, Tobacco","8001 - 8150","Agriculture, Crops"
"Construction","8146","N/A","Crops, Other crops, Other","Crops, Other crops, Other","8001 - 8150","Agriculture, Crops"
"Construction","8300","N/A","Livestock, Unknown livestock","Livestock, Unknown livestock","8300 - 8350","Agriculture, Livestock"
"Construction","8301","N/A","Livestock, Large ruminants, Cattle","Livestock, Large ruminants, Cattle","8300 - 8350","Agriculture, Livestock"
"Construction","8302","N/A","Livestock, Large ruminants, Buffaloes","Livestock, Large ruminants, Buffaloes","8300 - 8350","Agriculture, Livestock"
"Construction","8303","N/A","Livestock, Large ruminants, Yaks","Livestock, Large ruminants, Yaks","8300 - 8350","Agriculture, Livestock"
"Construction","8304","N/A","Livestock, Small ruminants, Sheep","Livestock, Small ruminants, Sheep","8300 - 8350","Agriculture, Livestock"
"Construction","8305","N/A","Livestock, Small ruminants, Goats","Livestock, Small ruminants, Goats","8300 - 8350","Agriculture, Livestock"
"Construction","8306","N/A","Livestock, Pigs or swines, ","Livestock, Pigs or swines, ","8300 - 8350","Agriculture, Livestock"
"Construction","8307","N/A","Livestock, Equines, Horses","Livestock, Equines, Horses","8300 - 8350","Agriculture, Livestock"
"Construction","8308","N/A","Livestock, Equines, Mules and hinnies","Livestock, Equines, Mules and hinnies","8300 - 8350","Agriculture, Livestock"
"Construction","8309","N/A","Livestock, Equines, Asses","Livestock, Equines, Asses","8300 - 8350","Agriculture, Livestock"
"Construction","8310","N/A","Livestock, Equines, Other (e.g. zebras)","Livestock, Equines, Other (e.g. zebras)","8300 - 8350","Agriculture, Livestock"
"Construction","8311","N/A","Livestock, Camels and camelids, Camels","Livestock, Camels and camelids, Camels","8300 - 8350","Agriculture, Livestock"
"Construction","8312","N/A","Livestock, Camels and camelids, Llamas and alpacas","Livestock, Camels and camelids, Llamas and alpacas","8300 - 8350","Agriculture, Livestock"
"Construction","8313","N/A","Livestock, Poultry, Chickens","Livestock, Poultry, Chickens","8300 - 8350","Agriculture, Livestock"
"Construction","8314","N/A","Livestock, Poultry, Ducks","Livestock, Poultry, Ducks","8300 - 8350","Agriculture, Livestock"
"Construction","8315","N/A","Livestock, Poultry, Geese","Livestock, Poultry, Geese","8300 - 8350","Agriculture, Livestock"
"Construction","8316","N/A","Livestock, Poultry, Turkeys","Livestock, Poultry, Turkeys","8300 - 8350","Agriculture, Livestock"
"Construction","8317","N/A","Livestock, Poultry, Guinea fowls","Livestock, Poultry, Guinea fowls","8300 - 8350","Agriculture, Livestock"
"Construction","8318","N/A","Livestock, Poultry, Pigeons","Livestock, Poultry, Pigeons","8300 - 8350","Agriculture, Livestock"
"Construction","8319","N/A","Livestock, Poultry, Other","Livestock, Poultry, Other","8300 - 8350","Agriculture, Livestock"
"Construction","8320","N/A","Livestock, Other animals, Deer, elk, reindeer","Livestock, Other animals, Deer, elk, reindeer","8300 - 8350","Agriculture, Livestock"
"Construction","8321","N/A","Livestock, Other animals, Fur-bearing animals such as foxes and minks","Livestock, Other animals, Fur-bearing animals such as foxes and minks","8300 - 8350","Agriculture, Livestock"
"Construction","8322","N/A","Livestock, Other animals, Dogs and cats","Livestock, Other animals, Dogs and cats","8300 - 8350","Agriculture, Livestock"
"Construction","8323","N/A","Livestock, Other animals, Rabbits and hares","Livestock, Other animals, Rabbits and hares","8300 - 8350","Agriculture, Livestock"
"Construction","8324","N/A","Livestock, Other animals, Other (e.g. emus, ostriches, elephants)","Livestock, Other animals, Other (e.g. emus, ostriches, elephants)","8300 - 8350","Agriculture, Livestock"
"Construction","8325","N/A","Livestock, Insects, Bees","Livestock, Insects, Bees","8300 - 8350","Agriculture, Livestock"
"Construction","8326","N/A","Livestock, Insects, Silkworms","Livestock, Insects, Silkworms","8300 - 8350","Agriculture, Livestock"
"Construction","8327","N/A","Livestock, Insects, Other worms or insects","Livestock, Insects, Other worms or insects","8300 - 8350","Agriculture, Livestock"
"Construction","8400","N/A","Forestry, Unknown","Forestry, Unknown","8400 - 8450","Forestry"
"Construction","8401","N/A","Forestry, Closed forest, Mainly evergreen forest","Forestry, Closed forest, Mainly evergreen forest - the canopy is never without green foliage, but individual trees may shed their leaves (e.g. Sumatra, Atrato Valley (Colombia), Atlantic slopes of Costa Rica, Amazon Basin).","8400 - 8450","Forestry"
"Construction","8402","N/A","Forestry, Closed forest, Mainly deciduous forest","Forestry, Closed forest, Mainly deciduous forest - majority of trees shed their foliage simultaneously in connection to unfavourable season (e.g. North and South America, Southern slopes of the Himalayas and Europe)","8400 - 8450","Forestry"
"Construction","8403","N/A","Forestry, Closed forest, Extremely xeromorphic forest","Forestry, Closed forest, Extremely xeromorphic forest - dense stands of trees, composed by species such as bottle or tuft rees with succulent leaves (e.g. thorn forest in Southwestern North America and Southwestern Africa)","8400 - 8450","Forestry"
"Construction","8404","N/A","Forestry, Woodland, Mainly evergreen woodland","Forestry, Woodland, Mainly evergreen woodland - the canopy is never without green foliage, but individual trees may shed their leaves (e.g. Mediterranean Basin).","8400 - 8450","Forestry"
"Construction","8405","N/A","Forestry, Woodland, Mainly deciduous woodland","Forestry, Woodland, Mainly deciduous woodland - majority of trees shed their foliage simultaneously in connection to unfavourable season (e.g. Southern California and American Southeast, Mediterranean Basin)","8400 - 8450","Forestry"
"Construction","8406","N/A","Forestry, Woodland, Extremely xeromorphic woodland","Forestry, Woodland, Extremely xeromorphic woodland - dense stands of trees, composed by species such as bottle or tuft rees with succulent leaves (e.g. Southwestern North America and Southwestern Africa)","8400 - 8450","Forestry"
"Construction","8407","N/A","Forestry, Scrub, Mainly evergreen scrub","Forestry, Scrub, Mainly evergreen scrub - the canopy is never without green foliage, but individual species may shed their leaves (e.g. Mediterranean dwarf palm shrubland, Chaparral shrubland in California or Hawaiian tree fern thicket).","8400 - 8450","Forestry"
"Construction","8408","N/A","Forestry, Scrub, Mainly deciduous scrub","Forestry, Scrub, Mainly deciduous scrub - majority of scrub shed their foliage simultaneously in connection to unfavourable season (e.g. peat mosses in Scotland)","8400 - 8450","Forestry"
"Construction","8409","N/A","Forestry, Scrub, Extremely xeromorphic (subdesert) shrubland","Forestry, Scrub, Extremely xeromorphic (subdesert) shrubland - very open stands of shrubs, often composed by vegetation with green branches without leaves, some of them with thorns (e.g. mulga scrub in Australia).","8400 - 8450","Forestry"
"Construction","8410","N/A","Forestry, Dwarf-scrub and related communities, Mainly evergreen dwarf-scrub","Forestry, Dwarf-scrub and related communities, Mainly evergreen dwarf-scrub - mostly dense dwarf scrub evergreen dominating the landscape (e.g. East Mediterranean mountains).","8400 - 8450","Forestry"
"Construction","8411","N/A","Forestry, Dwarf-scrub and related communities, Mainly deciduous scrub","Forestry, Dwarf-scrub and related communities, Mainly deciduous scrub - majority of vegetation shed their foliage simultaneously in connection to unfavourable season (e.g. Sierra Nevada in California )","8400 - 8450","Forestry"
"Construction","8412","N/A","Forestry, Dwarf-scrub and related communities, Extremely xeromorphic dwarf-shrubland","Forestry, Dwarf-scrub and related communities, Extremely xeromorphic dwarf-shrubland - more or less open formations consisting of dwarf-shrubs or succulent species (e.g. Australia).","8400 - 8450","Forestry"
"Construction","8413","N/A","Forestry, Dwarf-scrub and related communities, Tundra","Forestry, Dwarf-scrub and related communities, Tundra - slowly growing, low formations, consisting mainly of dwarf-shrubs beyond the subpolar tree line (e.g. Alaska, Northern Canada, Greenland, Norway, Finland and Siberia).","8400 - 8450","Forestry"
"Construction","8414","N/A","Forestry, Dwarf-scrub and related communities, Mossy bog formations with dwarf-shrub","Forestry, Dwarf-scrub and related communities, Mossy bog formations with dwarf-shrub - peat accumulations formed mainly by mosses which generally cover the surface as well (e.g. Western Siberian Lowlands in Russia).","8400 - 8450","Forestry"
"Construction","8415","N/A","Forestry, Herbaceous vegetation, Tall graminoid vegetation","Forestry, Herbaceous vegetation, Tall graminoid vegetation - Mostly composed by tall grasslands with heights of over 2 m. Forbs can be presented but their coverage is less than 50% (e.g. Northeast Bolivia, African savannah and upper Nile Valley).","8400 - 8450","Forestry"
"Construction","8416","N/A","Forestry, Herbaceous vegetation, Medium tall grassland","Forestry, Herbaceous vegetation, Medium tall grassland - Mostly composed by grasslands with heights between 0.5 and 2 m. Forbs can be presented but their coverage is less than 50% (e.g. Sahel region in Africa, Eastern Kansas, glasslands in New Zealand)","8400 - 8450","Forestry"
"Construction","8417","N/A","Forestry, Herbaceous vegetation, Short grassland","Forestry, Herbaceous vegetation, Short grassland - Mostly composed by grasslands with heights below 0.5 m. Forbs can be presented but their coverage is less than 50% (e.g. alpine regions of Kenya, Colombia and Venezuela).","8400 - 8450","Forestry"
"Construction","8418","N/A","Forestry, Herbaceous vegetation, Forb vegetation","Forestry, Herbaceous vegetation, Forb vegetation - the plant community if mostly composed by forbs (more than 50%). (e.g. Sonoran Desert)","8400 - 8450","Forestry"
"Construction","8419","N/A","Forestry, Herbaceous vegetation, Hydromorphic fresh-water vegetation","Forestry, Herbaceous vegetation, Hydromorphic fresh-water vegetation - mostly composed by aquatic plants that are structurally supported by water, in wet or flooded regions most of the year (e.g. Amazon Basin)","8400 - 8450","Forestry"
"Construction","8420","N/A","Forestry, Spruce","Forestry, Spruce","8400 - 8450","Forestry"
"Construction","8421","N/A","Forestry, Birch","Forestry, Birch","8400 - 8450","Forestry"
"Construction","8422","N/A","Forestry, Pine","Forestry, Pine","8400 - 8450","Forestry"
