"SrcScheme","SrcField","SrcValue","SrcValueName","TgtSchemeVersion","TgtScheme","TgtField","TgtValue","TgtValueName"
"SIC","OccType","3482","Small Arms Ammunition","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3483","Ammunition Except Small Arms, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3484","Small Arms","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3489","Ordnance & Accessories, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3491","Industrial Valves","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3492","Fluid Power Valves & Hose Fitting","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3493","Steel Springs, Except Wire","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3494","Valves & Pipe Fittings, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3495","Wire Springs","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3496","Miscellaneous Fabricated Wire Products","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3497","Metal Foil & Leaf","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3498","Fabricated Pipe & Fittings","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3499","Fabricated Metal Products, Nec","2.3.1","OED","OccupancyCode","1155","Industrial, Metal and minerals processing"
"SIC","OccType","3500","Industrial Commercial Machinery And Computers","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3511","Turbines & Turbine Generator Sets","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3519","Internal Combustion Engines, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3523","Farm Machinery & Equipment","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3524","Lawn & Garden Equipment","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3531","Construction Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3532","Mining Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3533","Oil And Gas Field Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3534","Elevators & Moving Stairways","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3535","Conveyors & Conveying Equipment","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3536","Hoists, Cranes, & Monorails","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3537","Industrial Trucks & Tractors","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3541","Machine Tools, Metal Cutting Type","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3542","Machine Tools, Metal Forming Type","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3543","Industrial Patterns","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3544","Special Dies, Tools, Jigs & Fixtures","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3545","Machine Tool Accessories","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3546","Power Driven Hand Tools","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3547","Rolling Mill Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3548","Welding Apparatus","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3549","Metalworking Machinery, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3552","Textile Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3553","Woodworking Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3554","Paper Industries Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3555","Printing Trades Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3556","Food Products Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3559","Special Industry Machinery, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3561","Pumps & Pumping Equipment, Except Fluid Power Pump","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3562","Ball & Roller Bearings","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3563","Air & Gas Compressors","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3564","Blowers & Fans","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3565","Packaging Machinery","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3566","Speed Changers, Drives, And Gears","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3567","Industrial Furnaces & Ovens","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3568","Power Transmission Equipment, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3569","General Industrial Machinery,","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3571","Computers","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3572","Computer Storage Devices","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3575","Computer Terminals","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3577","Computer Peripheral Equipment, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3578","Calculating & Accounting Machines","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3579","Office Machines, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3581","Automatic Merchandising Machines","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3582","Commercial Laundry Equipment","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3585","Refrigeration & Heating Equipment","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3586","Measuring & Dispensing Pumps","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3589","Service Industry Machinery, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3592","Carburetors, Pistons, Rings, Valves","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3593","Fluid Power Cylinders & Actuators","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3594","Fluid Power Pumps & Motors","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3596","Scales & Balances, Except Laboratory","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3599","Industrial Machinery, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3600","Electronic Equipment And Components","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3612","Power, Distribution And Specialty Transformers","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3613","Switchgear & Switchboard Apparatus","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3621","Motors & Generators","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3624","Carbon & Graphite Products","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3625","Relays & Industrial Controls","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3629","Electrical Industrial Apparatus, Nec","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3631","Household Cooking Equipment","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3632","Household Refrigerators & Freezers","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3633","Household Laundry Equipment","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3634","Electric Housewares & Fans","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3635","Household Vacuum Cleaners","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3636","Sewing Machines","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3639","Household Appliances, Nec","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3641","Electric Lamps","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3643","Current-Carrying Wiring Devices","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3644","Noncurrent Carrying Wiring Devices","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3645","Residential Lighting Fixtures","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3646","Commercial Lighting Fixtures","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3647","Vehicular Lighting Equipment","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3648","Lighting Equipment, Nec","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3651","Household Audio And Video Equipment","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3652","Phonograph Records","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3661","Telephone & Telegraph Apparatus","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3663","Radio & Tv Communications Systems & Equipment","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3669","Communications Equipment, Nec","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3671","Electron Tubes","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3672","Printed Circuit Boards","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3674","Semiconductors & Related Devices","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3675","Electronic Capacitors","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3676","Electronic Resistors","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3677","Electronic Coils & Transformers","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3678","Electronic Connectors","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3679","Electronic Components, Nec","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3691","Storage Batteries","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3692","Primary Batteries, Dry & Wet","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3694","Engine Electrical Equipment","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3695","Magnetic And Optical Recording Media","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3699","Electrical Equipment & Supplies, Nec","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3700","Transportation Equipment","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3711","Motor Vehicles & Car Bodies","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3713","Truck & Bus Bodies","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3714","Motor Vehicle Parts & Accessories","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3715","Truck Trailers","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3716","Motor Homes","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3721","Aircraft","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3724","Aircraft Engines & Engine Parts","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3728","Aircraft Equipment, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3731","Ship Building & Repairing","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3732","Boat Building & Repairing","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3743","Railroad Equipment","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3751","Motorcycles, Bicycles & Parts","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3761","Guided Missiles & Space Vehicles","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3764","Space Propulsion Units & Parts","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3769","Space Vehicle Equipment, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3792","Travel Trailers & Campers","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3795","Tanks & Tank Components","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3799","Transportation Equipment, Nec","2.3.1","OED","OccupancyCode","1151","Industrial, Heavy fabrication and assembly"
"SIC","OccType","3800","Instruments And Related Products","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3812","Search And Navigation Equipment","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3821","Laboratory Apparatus & Furniture","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3822","Environmental Controls","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3823","Process Control Instruments","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3824","Fluid Meters & Counting Devices","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3825","Instruments To Measure Electricity","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3826","Analytical Instruments","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3827","Optical Instruments","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3829","Measuring & Controlling Devices, Nec","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3841","Surgical & Medical Instruments","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3842","Surgical Appliances & Supplies","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3843","Dental Equipment & Supplies","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3844","X-Ray Apparatus And Tubes","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3845","Electromedical & Electrotherapeutic Apparatus","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3851","Ophthalmic Goods","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3861","Photographic Equipment & Supplies","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3873","Watches, Clocks & Watchcases","2.3.1","OED","OccupancyCode","1156","Industrial, High technology"
"SIC","OccType","3900","Miscellaneous Manufacturing Industries","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3911","Jewelry, Precious Metal","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3914","Silverware & Plated Ware","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3915","Jeweler's Materials & Lapidary Work","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3931","Musical Instruments","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3942","Dolls","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3944","Games, Toys & Children's Vehicles","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3949","Sporting & Athletic Goods, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3951","Pens & Mechanical Pencils","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3952","Lead Pencils & Art Goods","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3953","Marking Devices","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3955","Carbon Paper & Inked Ribbons","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3961","Costume Jewelry","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3965","Fasteners, Buttons, Needles, And Pins","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3991","Brooms & Brushes","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3993","Signs & Advertising Displays","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3995","Burial Caskets","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3996","Hard Surface Floor Coverings","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","3999","Manufacturing Industries, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","4000","Railroad Transportation","2.3.1","OED","OccupancyCode","1251","Transportation, Railroad"
"SIC","OccType","4011","Railroads, Line-Haul Operating","2.3.1","OED","OccupancyCode","1251","Transportation, Railroad"
"SIC","OccType","4013","Switching & Terminal Services","2.3.1","OED","OccupancyCode","1251","Transportation, Railroad"
"SIC","OccType","4100","Local And Interurban Passenger Transportation","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4111","Local & Suburban Transit","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4119","Local Passenger Transportation, Nec","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4121","Taxicabs","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4131","Intercity And Rural Bus Transportation","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4141","Local Bus Charter Service","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4142","Bus Charter Service, Except Local","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4151","School Buses","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4173","Bus Terminal & Service Facilities","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4200","Trucking And Warehousing","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4212","Local Trucking Without Storage","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4213","Trucking Except Local","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4214","Local Trucking & Storage","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4215","Courier Services, Except By Air","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4221","Farm Product Warehousing & Storage","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4222","Refrigerated Warehousing","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4225","General Warehousing & Storage","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4226","Special Warehousing & Storage, Nec","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4231","Trucking Terminal Facilities","2.3.1","OED","OccupancyCode","1250","Transportation, Highway"
"SIC","OccType","4300","U.S.Postal Service","2.3.1","OED","OccupancyCode","1210","Government, General services"
"SIC","OccType","4311","U.S. Postal Service","2.3.1","OED","OccupancyCode","1210","Government, General services"
"SIC","OccType","4400","Water Transportation","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4412","Deep Sea Foreign Transportation Of Freight","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4424","Deep Sea Domestic Transportation Of Freight","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4432","Freight Transportation On The Great Lakes","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4449","Water Transportation Of Freight","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4481","Deep Sea Passenger Transportation, Except Ferry","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4482","Ferries","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4489","Water Passenger Transportation","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4491","Marine Cargo Handling","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4492","Towing & Tugboat Service","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4493","Marinas","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4499","Water Services, Nec","2.3.1","OED","OccupancyCode","1253","Transportation, Sea and inland waterways"
"SIC","OccType","4500","Transportation By Air","2.3.1","OED","OccupancyCode","1252","Transportation, Air"
"SIC","OccType","4512","Air Transportation, Scheduled","2.3.1","OED","OccupancyCode","1252","Transportation, Air"
"SIC","OccType","4513","Air Courier Services","2.3.1","OED","OccupancyCode","1252","Transportation, Air"
"SIC","OccType","4522","Air Transportation, Nonscheduled","2.3.1","OED","OccupancyCode","1252","Transportation, Air"
"SIC","OccType","4581","Airports, Flying Fields, And Services","2.3.1","OED","OccupancyCode","1252","Transportation, Air"
"SIC","OccType","4600","Pipe Lines, Except Natural Gas","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","4612","Crude Petroleum Pipe Lines","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","4613","Refined Petroleum Pipe Lines","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","4619","Pipe Lines, Nec","2.3.1","OED","OccupancyCode","1158","Industrial, Petroleum"
"SIC","OccType","4700","Transportation Services","2.3.1","OED","OccupancyCode","1210","Government, General services"
"SIC","OccType","4724","Travel Agencies","2.3.1","OED","OccupancyCode","1103","Commercial, Personal and repair services"
"SIC","OccType","4725","Tour Operators","2.3.1","OED","OccupancyCode","1103","Commercial, Personal and repair services"
"SIC","OccType","4729","Arrangement Of Passenger Transportation, Nec","2.3.1","OED","OccupancyCode","1103","Commercial, Personal and repair services"
"SIC","OccType","4731","Freight Forwarding & Arrangement","2.3.1","OED","OccupancyCode","1210","Government, General services"
"SIC","OccType","4741","Railroad Car Rental","2.3.1","OED","OccupancyCode","1210","Government, General services"
"SIC","OccType","4783","Packing & Crating","2.3.1","OED","OccupancyCode","1210","Government, General services"
"SIC","OccType","4785","Inspection And Fixed Facilities","2.3.1","OED","OccupancyCode","1210","Government, General services"
"SIC","OccType","4789","Transportation Services, Nec","2.3.1","OED","OccupancyCode","1210","Government, General services"
"SIC","OccType","4800","Communication","2.3.1","OED","OccupancyCode","1304","Utilities, Telephone and telegraph"
"SIC","OccType","4812","Radiotelephone Communication","2.3.1","OED","OccupancyCode","1304","Utilities, Telephone and telegraph"
"SIC","OccType","4813","Telephone Communication, Except Radio","2.3.1","OED","OccupancyCode","1304","Utilities, Telephone and telegraph"
"SIC","OccType","4822","Telegraph & Other Message Communications","2.3.1","OED","OccupancyCode","1304","Utilities, Telephone and telegraph"
"SIC","OccType","4832","Radio Broadcasting","2.3.1","OED","OccupancyCode","1123","Commercial, Communication"
"SIC","OccType","4833","Television Broadcasting Stations","2.3.1","OED","OccupancyCode","1123","Commercial, Communication"
"SIC","OccType","4841","Cable & Other Pay Television Services","2.3.1","OED","OccupancyCode","1123","Commercial, Communication"
"SIC","OccType","4845","Cable & Other Pay Tv","2.3.1","OED","OccupancyCode","1123","Commercial, Communication"
"SIC","OccType","4899","Communication Services, Nec","2.3.1","OED","OccupancyCode","1123","Commercial, Communication"
"SIC","OccType","4900","Electric, Gas And Sanitary Services","2.3.1","OED","OccupancyCode","1300","Utilities, Electrical"
"SIC","OccType","4911","Electric Services","2.3.1","OED","OccupancyCode","1300","Utilities, Electrical"
"SIC","OccType","4912","Nuclear Power","2.3.1","OED","OccupancyCode","1300","Utilities, Electrical"
"SIC","OccType","4922","Natural Gas Transmission","2.3.1","OED","OccupancyCode","1303","Utilities, Natural gas"
"SIC","OccType","4923","Gas Transmission & Distribution","2.3.1","OED","OccupancyCode","1303","Utilities, Natural gas"
"SIC","OccType","4924","Natural Gas Distribution","2.3.1","OED","OccupancyCode","1303","Utilities, Natural gas"
"SIC","OccType","4925","Gas Production And/Or Distribution","2.3.1","OED","OccupancyCode","1303","Utilities, Natural gas"
"SIC","OccType","4931","Electric & Other Services Combined","2.3.1","OED","OccupancyCode","1300","Utilities, Electrical"
"SIC","OccType","4932","Gas & Other Services Combined","2.3.1","OED","OccupancyCode","1303","Utilities, Natural gas"
"SIC","OccType","4939","Combination Utilities, Nec","2.3.1","OED","OccupancyCode","1300","Utilities, Electrical"
"SIC","OccType","4941","Water Supply","2.3.1","OED","OccupancyCode","1301","Utilities, Water"
"SIC","OccType","4952","Sewage Systems","2.3.1","OED","OccupancyCode","1302","Utilities, Sanitary sewer"
"SIC","OccType","4953","Refuse Systems","2.3.1","OED","OccupancyCode","1302","Utilities, Sanitary sewer"
"SIC","OccType","4959","Sanitary Services, Nec","2.3.1","OED","OccupancyCode","1302","Utilities, Sanitary sewer"
